program_id;program_name;raiku_category;subcategory;raiku_product;source;notes
fUSioN9YKKSa3CUC2YUc4tPkHJ5Y6XW1yz8y6F7qWz9;DefiTuna Fusion AMM;dex;amm;both;solscan;Solscan: Fusion AMM (DefiTuna) - LPs rebalance (AOT) + traders (JIT)
HpNfyc2Saw7RKkQd8nEL4khUcuPhQ7WwY1B2qjx8jxFq;PancakeSwap;dex;amm;both;solscan;Solscan: PancakeSwap Solana - AMM - LPs (AOT) + traders (JIT)
KiNetiCAToLExLv5w7PrfiiKK1iYHNjrUM3RAF2V3A4;Kinetic Aggregator v4;dex;aggregator;both;solscan;Solscan: Kinetic Aggregator v4 - DEX aggregator routing
BFYDcwRC2CqnvSpd3ES9WUieSYk4FtGJwhuyMVintbGQ;Unknown Bot (BFYDc);arb_bot;trading;jit;solscan;Unverified on Solscan - 90K priority (48h) - elevated fee pattern = trading bot
NA247a7YE9S3p9CdKmMyETx8TTwbSdVbVYHHxpnHTUV;Unknown Bot (NA247);arb_bot;mev;jit;behavioral;7.3M priority + 2M jito (48h) = extreme fee/volume = MEV bot
proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u;Unknown Bot (proVF);arb_bot;mev;jit;behavioral;7.5M priority + 20K jito (48h) = high-volume MEV bot
MEViEnscUm6tsQRoGd9h6nLQaQspKj7DB2M5FwM3Xvz;MEV Bot (MEViE);arb_bot;mev;jit;prefix;MEV prefix + 5.97M priority + 798K jito (48h) = MEV bot
XxXxXwJhqsCqZ5yzrykvjwVnUpqBUJP6g6cYjFt2dfW;Unknown Bot (XxXxX);arb_bot;mev;jit;behavioral;3.17M priority + 162K jito (48h) = high fee bot
FsU1rcaEC361jBr9JE5wm7bpWRSTYeAMN4R2MCs11rNF;Unknown Bot (FsU1r);arb_bot;mev;jit;behavioral;2M priority + 468K jito (48h) = MEV bot
2Z2EJavNVHpBgw8gVSdbtZ3E1kseANRrN8z57dE1BnGe;Unknown Bot (2Z2EJ);arb_bot;mev;jit;behavioral;1.3M priority + 110K jito (48h) = MEV bot
MEVbit1CZN1oHXJkcKDNkFmFSMczHVZYnJQpYgGZSnF;MEV Bot (MEVbi);arb_bot;mev;jit;prefix;MEV prefix + 1.78M priority (48h) = MEV tip program
okxHJ2MSs2qyGHpoTTYGPTefbVkDFUkqYCL2PdnqPzQ;OKX DEX;other;infrastructure;neither;dune_label;OKX exchange DEX operations - CEX infrastructure
6m2CDdhRgxpH4WjvdzxAYbGxwdGUz5MziiL5jek2kBma;OKX DEX V2;other;infrastructure;neither;dune_label;OKX DEX V2 aggregator - CEX infrastructure
TitanLozLMhczcwrioEguG2aAmiATAPXdYpBg3DbeKK;Titan Loz;arb_bot;mev;jit;behavioral;14K priority + 7.5K jito (48h) - secondary Titan program
SoLFiHG9TfgtdUXUjWAxi3LtvYuFyDLVhBWxdMZxyCe;SolFi;prop_amm;prop_amm;aot;dune_label;SolFi PropAMM - oracle/quote updates = AOT
9cqmzK6tbYamubkrZFWANuuzzEGQkjQLEyKgUX8SNnt7;Arb Bot (9cqmz);arb_bot;arbitrage;both;auto_classified;99% fail rate
98DUyVx41ogvrJXi7svM8GbcwTgaitNF1pJ1vZZ6hPHS;Unknown (98DUy);unknown;unknown;potential;behavioral;tx=6242 fail=18% fpc=0.6
REFER4ZgmyYx9c6He5XfaTMiGfdLwRnkV4RPp9t9iF3;Trading Bot (REFER);arb_bot;trading;both;auto_classified;25% fail
A1oayh35gLkRG8fHcXtfdGJmbsubAeJA7URVVET3h8MZ;Arb Bot (A1oay);arb_bot;arbitrage;both;auto_classified;73% fail rate
DuvqY5mxjbyc7J8XqDfbGhHXCPdQfCohkr4W5P865fgh;Arb Bot (DuvqY);arb_bot;arbitrage;both;auto_classified;86% fail rate
Zen8888uiVAni7eYnYVgGpdUujDyrzrzjG4EXRHDZ5q;Unknown (Zen88);unknown;unknown;potential;behavioral;tx=20048 fail=1% fpc=0.4
magnaSHyv8zzKJJmr8NSz5JXmtdGDTTFPEADmvNAwbj;Magna V2;other;vesting;neither;manual_override;tx=2569 fail=9% fpc=5.6
voTpe3tHQ7AjQHMapgSue2HJFAh2cGsdokqN3XqmVSj;Unknown (voTpe);unknown;unknown;potential;behavioral;tx=41364 fail=1% fpc=0.3
7pz2QJ8RV11pKiKGmCFRonqFnz8UEj7ZJrFdKUA5K1Cp;Unknown (7pz2Q);unknown;unknown;potential;behavioral;tx=31090 fail=0% fpc=0.3
opnb2LAfJYbRMAHHvqjCwQxanZn7ReEHp1k81EohpZb;OpenBook V2;dex;orderbook;both;manual_override;tx=8756 fail=0% fpc=0.2
DF6c7dTBdZ9cb59pywKAVwy5NMSXiSfmXzYNwYFPNz9F;OpenOcean;dex;aggregator;both;manual_override;high_cu=131964
G2GMMDKkw3LXXNRNLyLMy3myki3yi7tjdyxbBbGrBqrg;DeFi Protocol (G2GMM);unknown;unknown;potential;behavioral;high_cu=126137
CWgkFB7ngUc9cGD1LryyhP7h6xYWtwrAjhSKKCoR1gkz;Unknown (CWgkF);unknown;unknown;potential;behavioral;tx=21333 fail=0% fpc=0.3
ECMijTJd3GQDiS5qtsKcaUZgXNyK6Z99UnDxwtdR9ech;Unknown (ECMij);unknown;unknown;potential;behavioral;tx=42507 fail=0% fpc=0.0
cardWArqhdV5jeRXXjUti7cHAa4mj41Nj3Apc6RPZH2;Card V2 (pump.fun);other;token;neither;manual_override;tx=7596 fail=0% fpc=0.6
3KHSHFpEK6bsjg3bqcxQ9qssJYtRCMi2S9TYVe4q6CQc;Unknown (3KHSH);unknown;unknown;potential;behavioral;tx=4795 fail=0% fpc=2.4
Exp715biUyVV6Gu8qdk5jjTWQatwSEvXHG4LPpZP761e;Unknown (Exp71);unknown;unknown;potential;behavioral;tx=93 fail=10% fpc=8.7
R6yPssVmTujhhE8QPUnVpmuz8yzQaFkkqQxBuxQX53R;MEV Bot (R6yPs);arb_bot;mev;both;auto_classified;fpc=97.2 fail=22%
CfRi7DTfAzDnU3NQzv2zwUksJ7mw98VQUdfErGo6gzMU;Unknown (CfRi7);unknown;unknown;potential;behavioral;tx=34275 fail=0% fpc=0.0
EhUtRgu9iEbZXXRpEvDj6n1wnQRjMi2SERDo3c6bmN2c;Unknown (EhUtR);unknown;unknown;potential;behavioral;tx=3669 fail=1% fpc=8.7
4mtdvZoV3bccQzx6HgGG3XYfffxMaTrHRPL8KqnTM243;Unknown (4mtdv);unknown;unknown;potential;behavioral;tx=30266 fail=0% fpc=0.0
LanMV9sAd7wArD4vJFi2qDdfnVhFxYSUg6eADduJ3uj;Trading Bot (LanMV);arb_bot;trading;both;auto_classified;37% fail
6xw9f54fZrCFyhRtNBfA9tzuvwzUfe4DUw33JD1uyyfd;Unknown (6xw9f);unknown;unknown;potential;behavioral;tx=29646 fail=0% fpc=0.0
5noZYmNbF6Y9btiFijLtacZTdLTNCoZ5yfbPKamHzTqA;Unknown (5noZY);unknown;unknown;potential;behavioral;tx=29230 fail=0% fpc=0.0
AeKgrTd7wEmuCbaJAbx22HKamgKdjTp9HujUy1oFd7VG;Unknown (AeKgr);unknown;unknown;potential;behavioral;tx=28818 fail=0% fpc=0.0
raffKWNrQvz5uhFGY4Dw64sn3hSZZjhC4AMtXmdUFy2;Unknown (raffK);unknown;unknown;potential;behavioral;tx=24929 fail=0% fpc=0.0
CCTPV2Sm4AdWt5296sk4P66VBZ7bEhcARwFaaS9YPbeC;Circle CCTP;bridge;cross_chain;both;auto_classified;prefix:CCTPV2
26DkA98jjctzPkBEteUsN935CR4dsKx3XvjrtE7MeL4a;Unknown (26DkA);unknown;unknown;potential;behavioral;tx=12995 fail=0% fpc=0.2
vaU6kP7iNEGkbmPkLmZfGwiGxd4Mob24QQCie5R9kd2;Unknown (vaU6k);unknown;unknown;potential;behavioral;tx=23836 fail=1% fpc=0.0
A85mbYhhsC5X8Qz1hJbt5RfD4uptLtkgkRQGvhgQ8AT7;Unknown (A85mb);unknown;unknown;potential;behavioral;tx=25467 fail=0% fpc=0.0
mERKcfxMC5SqJn4Ld4BUris3WKZZ1ojjWJ3A3J5CKxv;Merkle Distributor;other;token;neither;manual_override;tx=25315 fail=2% fpc=0.0
SP12tWFxD9oJsVWNavTTBZvMbA6gkAmxtVgxdqvyvhY;Trading Bot (SP12t);arb_bot;trading;both;auto_classified;fpc=81.9 low_tx=93
Ccip842gzYHhvdDkSyi2YVCoAWPbYJoApMFzSxQroE9C;Chainlink CCIP;bridge;cross_chain;both;auto_classified;prefix:Ccip84
A22URFxrKkdWaQ3q51NbzDc4pGjh29UNU9WdHna5QDa5;Arb Bot (A22UR);arb_bot;arbitrage;both;auto_classified;96% fail rate
CCTPV2vPZJS2u2BBsUoscuikbYjnpFmbFsvVuJdgUMQe;Circle CCTP;bridge;cross_chain;both;auto_classified;prefix:CCTPV2
85iDfUvr3HJyLM2zcq5BXSiDvUWfw6cSE1FfNBo8Ap29;Unknown (85iDf);unknown;unknown;potential;behavioral;tx=22662 fail=0% fpc=0.0
SpLtDgZYG9gn3UPjSsoBb4sjSbafT9ap9eXFU5UnScC;SPL Utility V2;other;infrastructure;neither;manual_override;tx=22175 fail=12% fpc=0.0
rateqk9kmMstT8SdVDyiV81Wuv4snjYyBjYoPkGqywK;Rate Program;other;infrastructure;neither;auto_classified;rate prefix
DeJBGdMFa1uynnnKiwrVioatTuHmNLpyFKnmB5kaFdzQ;Unknown (DeJBG);unknown;unknown;potential;behavioral;tx=21981 fail=12% fpc=0.0
BLzDYkUcxzBv6ne24N2YyPECoYTvDTKaukbbEemKASc4;Arb Bot (BLzDY);arb_bot;arbitrage;both;auto_classified;95% fail rate
22z4B93dSqzBaAkC7GRkihYbW52EpDqHQULWP219W9LR;DeFi Protocol (22z4B);unknown;unknown;potential;behavioral;high_cu=188420
ECPPeiMVPo6BeoP67vkhLgDMbMtnVNzpGEQJb1kcTpbE;Arb Bot (ECPPe);arb_bot;arbitrage;both;auto_classified;100% fail rate
AeDvuJTj2ewCQdPZj7Y26hM89gcUETWaXHRGzcQgDUuz;Unknown (AeDvu);unknown;unknown;potential;behavioral;tx=10653 fail=0% fpc=0.5
B98Jqm7nogHiidnrLZZYvSwTtZScqmzmsEZdKtuddMkT;Unknown (B98Jq);unknown;unknown;potential;behavioral;tx=10547 fail=11% fpc=0.1
KeyspM2ssCJbqUhQ4k7sveSiY4WjnYsrXkC8oDbwde5;Unknown (Keysp);unknown;unknown;potential;behavioral;tx=9978 fail=0% fpc=0.4
8hNZpgaL74ozyYhKeFuipGioaoRRKKvS7oMjFBDATmzf;Unknown (8hNZp);unknown;unknown;potential;behavioral;tx=9672 fail=0% fpc=0.2
FTV2J5PDkJAJynkiDEvX3LXPQ7RTVaHuYGYRDRXoHpXE;Unknown (FTV2J);unknown;unknown;potential;behavioral;tx=19205 fail=16% fpc=0.0
Dpe4s2p9FfNPvCkQp58iwVVyAStC7JdRbSYSH1qvDFJY;Unknown (Dpe4s);unknown;unknown;potential;behavioral;tx=9374 fail=0% fpc=0.3
DLv3NggMiSaef97YCkew5xKUHDh13tVGZ7tydt3ZeAru;Unknown (DLv3N);unknown;unknown;potential;behavioral;tx=18581 fail=2% fpc=0.0
FCW1uBM3pZ7fQWvEL9sxTe4fNiH41bu9DWX4ErTZ6aMq;Unknown (FCW1u);unknown;unknown;potential;behavioral;tx=2923 fail=0% fpc=0.6
SMPLVC8MxZ5Bf5EfF7PaMiTCxoBAcmkbM2vkrvMK8ho;Unknown (SMPLV);unknown;unknown;potential;behavioral;tx=2841 fail=2% fpc=1.0
GKtyK68R4jAVDu9pZrZAdvHq8vo7R51WTRjU5SHt2fMa;Unknown (GKtyK);unknown;unknown;potential;behavioral;tx=9169 fail=1% fpc=0.2
FitAFk15vtx2PBjfr7QTnefaHRx6HwajRiZMt1DdSSKU;Unknown (FitAF);unknown;unknown;potential;behavioral;tx=4848 fail=0% fpc=1.2
FEeSA5Er5hR9B6GFnu59MGcWazERt7jfaCkzGuQxs2XT;Trading Bot (FEeSA);arb_bot;trading;both;auto_classified;fpc=96.3 low_tx=21
3ZZuTbwC6aJbvteyVxXUS7gtFYdf7AuXeitx6VyvjvUp;Unknown (3ZZuT);unknown;unknown;potential;behavioral;tx=8959 fail=0% fpc=0.5
5iF614oQbNriGr34jXMgKC2TUSxGFoqhYVipbn8awvyr;Unknown (5iF61);unknown;unknown;potential;behavioral;tx=2793 fail=11% fpc=0.9
swigypWHEksbC64pWKwah1WTeh9JXwx8H1rJHLdbQMB;Swig Wallet V2;other;infrastructure;neither;manual_override;high_cu=150667
9SmGhxjLJfnatg8Xu1Ff2QM7vNMDbsbLWFwBeEzXtnBX;Arb Bot (9SmGh);arb_bot;arbitrage;both;auto_classified;100% fail rate
RateFzvQT8Dz2HqDHAQj22ujp8B5kaBm2FUUkSoLgZm;Rate Program;other;infrastructure;neither;auto_classified;rate prefix
6AXRaajKYrh6Q4tKkeD8hXB7D4uUr91wXjhYYHULeLZU;Arb Bot (6AXRa);arb_bot;arbitrage;both;auto_classified;90% fail rate
stakevLBn36MxF5qcjXFxChfFDhL9LrLqj4WC3HPpGT;Stake Program;other;staking;neither;auto_classified;prefix:stakev
EXBuYPNgBUXMTsjCbezENRUtFQzjUNZxvPGTd11Pznk5;Unknown (EXBuY);unknown;unknown;potential;behavioral;tx=900 fail=2% fpc=9.5
8Ynw96G4yZQJ1NUX2ZKYmQkkmgXEAeGfkGrahGnWwtxM;Unknown (8Ynw9);unknown;unknown;potential;behavioral;tx=15354 fail=0% fpc=0.0
3Bd9sJ7oUhM3n71CyzFwsFVQW2cnNtLU68aR7kExZT16;Unknown (3Bd9s);unknown;unknown;potential;behavioral;tx=11495 fail=0% fpc=0.0
6yQ7xPWfRhzNJJLMLyRHXFWVNYPaihaJtMgmXBgFyAdx;Unknown (6yQ7x);unknown;unknown;potential;behavioral;tx=228 fail=2% fpc=7.8
DRSw8uSW9De7eCKSM9qXm7aD2QKrvcJnA7Hf4Uu3ezYM;Arb Bot (DRSw8);arb_bot;arbitrage;both;auto_classified;100% fail rate
9w1D9okTM8xNE7Ntb7LpaAaoLc6LfU9nHFs2h2KTpX1H;Unknown (9w1D9);unknown;unknown;potential;behavioral;tx=14690 fail=0% fpc=0.0
namesLPneVptA9Z5rqUDD9tMTWEJwofgaYwp8cawRkX;Solana Name Service;other;infrastructure;neither;auto_classified;prefix:namesL
QuaNTM82oyFNjoJCZwCqJiynjndct7tcEntxPuWL1RL;Quant Protocol;unknown;unknown;potential;behavioral;prefix:QuaNTM
MashGQTqcKDZAMevJKST9RYqJTL2Ae9NpcSuCE9WYqK;Mash Protocol;unknown;unknown;potential;behavioral;prefix:MashGQ
Ewkv3JahEFRKkcJmpoKB7pXbnUHwjAyXiwEo4ZY2rezQ;Trading Bot (Ewkv3);arb_bot;trading;both;auto_classified;62% fail
oFrmsC5N3q3h96HW4dwn2LVNREaAXbgqkd45wVPAH8Y;Unknown (oFrms);unknown;unknown;potential;behavioral;tx=13657 fail=0% fpc=0.0
prgmQm7H9AiT1DmRJUeCQigJuCoL3gbzavxy8qLJMuN;Program Manager;other;program_deployment;neither;auto_classified;prefix:prgmQm
24Uqj9JCLxUeoC3hGfh5W3s9FM9uCHDS2SG3LYwBpyTi;Meteora Vault;cranker;vault;aot;manual_override;tx=4524 fail=0% fpc=0.3
3vxKRPwUTiEkeUVyoZ9MXFe1V71sRLbLqu1gRYaWmehQ;Unknown (3vxKR);unknown;unknown;potential;behavioral;tx=936 fail=0% fpc=2.8
4fTHVZvo3mp9GvJmgYNtepnd2pJbPwfYuiZ7t6M476Uy;Unknown (4fTHV);unknown;unknown;potential;behavioral;tx=6595 fail=0% fpc=0.3
9KLLchQVJpGkw4jPuUmnvqESdR7mtNCYr3qS4iQLabs;Unknown (9KLLc);unknown;unknown;potential;behavioral;tx=12829 fail=0% fpc=0.0
6LtLpnUFNByNXLyCoK9wA2MykKAmQNZKBdY8s47dehDc;Kamino;cranker;vault;aot;manual_override;high_cu=506278
DKLsYHdYyeeQjyLTUDSRxswMTi1NhUUUWX2wqFHQDXpC;Unknown (DKLsY);unknown;unknown;potential;behavioral;tx=6326 fail=0% fpc=4.7
AURAsuSzLv3v8SX3Y7emMFzGTWiepJK3Sm4x77GB9n1G;MEV Bot (AURAs);arb_bot;mev;both;auto_classified;fpc=259.1 fail=38%
2KehYt3KsEQR53jYcxjbQp2d2kCp4AkuQW68atufRwSr;MEV Bot (2KehY);arb_bot;mev;both;auto_classified;fpc=24.4 fail=41%
5hdrbhMZ7qhAu4Jk7DriTQfrx4UC58cLnQ7MANKp2CoK;Unknown (5hdrb);unknown;unknown;potential;behavioral;tx=344 fail=3% fpc=4.4
GVGCNqUUrix5RLph9kVtzdMYkZLEvzvHEkYvC6vJ9dzZ;Unknown (GVGCN);unknown;unknown;potential;behavioral;tx=12417 fail=0% fpc=0.0
CSgoqaRA4ckXXDZRfS87hCSPsAuST7KSeyx8okT49cM;Unknown (CSgoq);unknown;unknown;potential;behavioral;tx=4130 fail=0% fpc=0.6
TESQvsR4TmYxiroPPQgZpVRoSFG8pru4fsYr67iv6kf;Unknown (TESQv);unknown;unknown;potential;behavioral;tx=12172 fail=0% fpc=0.0
EEEEoTnDmkwqpcxNMg4yoa9QFJpp4NEgzGykzi1cHrM9;Unknown (EEEEo);unknown;unknown;potential;behavioral;tx=6086 fail=0% fpc=0.1
2QKKmkEbkC1rakibHw1A6oRGWabw22W7jr143oVBti78;Trading Bot (2QKKm);arb_bot;trading;both;auto_classified;fpc=52.5 low_tx=20
progSgjc51c45gZ86VbJY2Msi2mN3KbHQPcLdgrJbsB;Program Deploy;other;program_deployment;neither;auto_classified;prefix:progSg
EfRMrTJWU2CYm52kHmRYozQNdF8RH5aTi3xyeSuLAX2Y;Unknown (EfRMr);unknown;unknown;potential;behavioral;tx=29 fail=0% fpc=6.1
2K2374VEqxbFJWycxoj8ub2wBk7KwwnNn7M5V7QsL9r2;Unknown (2K237);unknown;unknown;potential;behavioral;tx=6976 fail=0% fpc=0.0
PCKjSaQaZb3AcmjTcb2fcLanh9Mky9ZvuaKqTBxsqWE;Unknown (PCKjS);unknown;unknown;potential;behavioral;tx=5870 fail=0% fpc=0.2
CrUptMreyezRbdHJbeZ5sMJ9idiSuMUJpdchQzY6NFjL;Unknown (CrUpt);unknown;unknown;potential;behavioral;tx=11547 fail=0% fpc=0.0
RouterBmuRBkPUbgEDMtdvTZ75GBdSREZR5uGUxxxpb;Router Program;dex;aggregator;both;auto_classified;prefix:Router
ogpTKmVzXDbSEfCr5mq2tq4pfeVHuSEHoRmWAU1fTp8;Unknown (ogpTK);unknown;unknown;potential;behavioral;tx=7989 fail=0% fpc=0.1
962kiGMxNLM6w1ZtozcJGZTWrBvqqQfWFZFCS6vHgKus;Unknown (962ki);unknown;unknown;potential;behavioral;tx=1613 fail=0% fpc=1.5
JCFRaPv7852ESRwJJGRy2mysUMydXZgVVhrMLmExvmVp;Unknown (JCFRa);unknown;unknown;potential;behavioral;tx=7321 fail=0% fpc=0.1
XXXXXXHm2pmmxyTeDyzvi4VUXZcLHGwzqvjZhJkbvPf;Unknown (XXXXX);unknown;unknown;potential;behavioral;tx=11064 fail=0% fpc=0.0
A1akazamWUPTYbXJyGPXDi27K8RqVXNAZ4g2KzYmw4hq;Unknown (A1aka);unknown;unknown;potential;behavioral;tx=6658 fail=10% fpc=0.4
2bag6xpshpvPe7SJ9nSDLHpxqhEAoHPGpEkjNSv7gxoF;Unknown (2bag6);unknown;unknown;potential;behavioral;tx=10622 fail=1% fpc=0.0
nTtWMBHa1LvWqPbuhS3uRGPmhxw9XNDKzFmjtwHY4cc;NTT Bridge;bridge;cross_chain;both;auto_classified;NTT prefix
8SDTDjFz1HmP7qzUZE6QaBuUqQ2eHwXabHJQwqDQok48;Unknown (8SDTD);unknown;unknown;potential;behavioral;tx=9192 fail=0% fpc=0.0
B9J9SDcXLBwpRq9JS9q9KJtsaYsermtddMeo9LojTLJQ;Unknown (B9J9S);unknown;unknown;potential;behavioral;tx=9500 fail=0% fpc=0.0
PCFA5iYgmqK6MqPhWNKg7Yv7auX7VZ4Cx7T1eJyrAMH;Unknown (PCFA5);unknown;unknown;potential;behavioral;tx=7816 fail=0% fpc=0.0
3NJyzGWjSHP4hZvsqakodi7jAtbufwd52vn1ek6EzQ35;Unknown (3NJyz);unknown;unknown;potential;behavioral;tx=9164 fail=0% fpc=0.0
3e4dEo9W7dKa2J2YdG9ymYuVSRn9UHnHXo7XiRtbTgXE;Unknown (3e4dE);unknown;unknown;potential;behavioral;tx=8947 fail=0% fpc=0.0
raTeAJ92EGM17TBENyDNvrsjmhhujvaanXCFKuxF494;Rate Program;other;infrastructure;neither;auto_classified;rate prefix
DSzxC6BtqPfVmMCjNacNasdE6LgWYj1aB6VVoAaPubYL;Unknown (DSzxC);unknown;unknown;potential;behavioral;tx=8836 fail=0% fpc=0.0
pfeeUxB6jkeY1Hxd7CsFCAjcbHA9rWtchMGdZ6VojVZ;Priority Fee;other;infrastructure;neither;auto_classified;prefix:pfeeUx
bidoyoucCtwvPJwmW4W9ysXWeesgvGxEYxkXmoXTaHy;Bid Protocol;unknown;unknown;potential;behavioral;prefix:bidoyo
TFPfZhKxtEBoz1um1LcnuzYeKKdHiNbCtmXVuVAFcMU;Unknown (TFPfZ);unknown;unknown;potential;behavioral;tx=8658 fail=0% fpc=0.0
UtyXF479UFC78u1ZV94JtXmnd7njb5FmSYZfFFdP1sT;Unknown (UtyXF);unknown;unknown;potential;behavioral;tx=8576 fail=0% fpc=0.0
ABysS3ZZpCoz3hy7d8HEaQMSBRE9Ykwb3NDBhj6B8FpB;Unknown (ABysS);unknown;unknown;potential;behavioral;tx=8352 fail=0% fpc=0.0
Fy1YwPariTjcEZMrmDaYDwxPKWTsR7z3HjqyS2zrr87g;Arb Bot (Fy1Yw);arb_bot;arbitrage;both;auto_classified;100% fail rate
6QwqgT13oVGhFkMhJwRV6f6nQq52Duy2HqovtiMHaNgs;Unknown (6Qwqg);unknown;unknown;potential;behavioral;tx=7665 fail=0% fpc=0.0
VybePyKgr1zqnwrvNPunahVE48G7BrBHqP8Ct89L5gC;Unknown (VybeP);unknown;unknown;potential;behavioral;tx=3940 fail=6% fpc=0.4
9zWqf5jhauvxMc9RETXD9xbaMBrJpzPzGB6PR34Ksq6Z;MEV Bot (9zWqf);arb_bot;mev;both;auto_classified;fpc=18.7 fail=20%
4H9AA9ekBHkh7S5nC9PsVdNcG96a3yeVVjisP6sDHGuo;Unknown (4H9AA);unknown;unknown;potential;behavioral;tx=7898 fail=0% fpc=0.0
snapNQkxsiqDWdbNfz8KVB7e3NPzLwtHHA6WV8kKgUc;Snapshot Program;other;infrastructure;neither;auto_classified;prefix:snapNQ
HypvYnf7zWxy1oWsSFpuN4nRDuXNUi88AeEourc7mq4Z;Unknown (HypvY);unknown;unknown;potential;behavioral;tx=7772 fail=0% fpc=0.0
AAitAzLaqgPoLsEjdb6RaRbBShxPWpyJRHxokc2Zsat8;Unknown (AAitA);unknown;unknown;potential;behavioral;tx=205 fail=1% fpc=4.7
BanDz6p8Sy3gzm3r8VUNVGQhR8tzPJFbVgZjzspArU6;Unknown (BanDz);unknown;unknown;potential;behavioral;tx=7345 fail=0% fpc=0.0
trsrzhs1sRgiHcKhjMmRrgK3X8Wus3LBWogF7t13wzZ;Trading Bot (trsrz);arb_bot;trading;both;auto_classified;fpc=21.6 low_tx=19
HYTuofQSW1WQnBKGa7zJfccPjoveLKDxCUiZvjRB5ep7;Arb Bot (HYTuo);arb_bot;arbitrage;both;auto_classified;91% fail rate
DSTNyVLdoKxTYSjzCQ5191wozVChdVD8qCcFWZwMMX37;Unknown (DSTNy);unknown;unknown;potential;behavioral;tx=7254 fail=0% fpc=0.0
rec5EKMGg6MxZYaMdyBfgwp4d5rB9T1VQH5pJv5LtFJ;Pyth Receiver;oracle;price_feed;aot;manual_override;prefix:rec5EK
9SFU2obpHc5rxsRPJuK2Rs6sVNmK5FVnEr4xwVCdgnqx;Unknown (9SFU2);unknown;unknown;potential;behavioral;tx=18 fail=0% fpc=7.8
CMACYFENjoBMHzapRXyo1JZkVS6EtaDDzkjMrmQLvr4J;Unknown (CMACY);unknown;unknown;potential;behavioral;tx=7180 fail=0% fpc=0.0
6YRZW57XsrT2DxSNLXHHQd4QmiqBode4d6btASkRqcFo;Unknown (6YRZW);unknown;unknown;potential;behavioral;tx=1398 fail=0% fpc=0.5
B1sFgxd4X7WSw9622AoWna7YoweSm9oXARL2Dk5vtBAs;Trading Bot (B1sFg);arb_bot;trading;both;auto_classified;fpc=16.7 low_tx=34
dzrevZC94tBLwuHw1dyynZxaXTWyp7yocsinyEVPtt4;Unknown (dzrev);unknown;unknown;potential;behavioral;tx=6878 fail=0% fpc=0.0
5HNxbq5TiMM8YgMHNtLzkMvR6YtJSfkTn857i52aRi1p;Unknown (5HNxb);unknown;unknown;potential;behavioral;tx=17 fail=0% fpc=7.7
FXMNBxE9r4o5SxMi8vJrKNp1CNgtwUspHiPrspTPn96P;Unknown (FXMNB);unknown;unknown;potential;behavioral;tx=3403 fail=0% fpc=0.1
BASKT7aKd8n7ibpUbwLP3Wiyxyi3yoiXsxBk4Hpumate;Basket Protocol;other;token;neither;auto_classified;prefix:BASKT7
arb1pgEiYNYvJQJwQn8u4PKAnRpJGPSVdAPU5P4KtUX;Arbitrage Bot;arb_bot;arbitrage;both;auto_classified;prefix:arb1pg
EMBERpYNE6ehWmXymZZS2skiFmCa9V5dp14e1iduM5qy;Ember Protocol;unknown;unknown;potential;behavioral;prefix:EMBERp
inv1tEtSwRMtM44tbvJGNiTxMvDfPVnX9StyqXfDfks;Unknown (inv1t);unknown;unknown;potential;behavioral;tx=2111 fail=1% fpc=0.6
m72GJdX3FFrx3dJ6gnc4mDNe2a9SpmdsPEsquHP1Hcn;Unknown (m72GJ);unknown;unknown;potential;behavioral;tx=6421 fail=1% fpc=0.0
noteD9tEFTDH1Jn9B1HbpoC7Zu8L9QXRo7FjZj3PT93;Unknown (noteD);unknown;unknown;potential;behavioral;tx=6388 fail=0% fpc=0.0
BMvZumCsba7rdQZt2b8A2S1RyKgciqekKb4EwGYRUfyh;Unknown (BMvZu);unknown;unknown;potential;behavioral;tx=3149 fail=0% fpc=0.1
BXsPawZ6SgjwAKsDq5ZN39ApU7vphpr2nRvhz1y8P2WL;Unknown (BXsPa);unknown;unknown;potential;behavioral;tx=5621 fail=0% fpc=0.0
6bES2dKy1ee13HQ4uW4ycw4Kw4od9ziZeWMyAxVySYEd;Unknown (6bES2);unknown;unknown;potential;behavioral;tx=6253 fail=1% fpc=0.0
FQpPbY4Ny2wevcgw9v3bDu43S8V3cRwQuPtvg55dhqRS;Unknown (FQpPb);unknown;unknown;potential;behavioral;tx=89 fail=0% fpc=1.3
FmmpibCiLk5s9um96xmZGxFcXn5M7dvdZsduf3v4L4Rg;Unknown (Fmmpi);unknown;unknown;potential;behavioral;tx=6098 fail=0% fpc=0.0
nttLq3ZsKu9uAFWuBGksdZTPAjkMRyPkxp61CJPsntA;NTT Bridge;bridge;cross_chain;both;auto_classified;NTT prefix
AMMSgtnttAKx5Ad2Y1socKJ3CcQYCB2ctg8U2SAHcVEx;AMM Program;dex;amm;both;auto_classified;prefix:AMMSgt
GUAx5MKATvSf9udMT6TvZmomQ6Qyr85ZEdaEazk9kZiv;Unknown (GUAx5);unknown;unknown;potential;behavioral;tx=3077 fail=0% fpc=0.5
8p6MKtMGGugZMy2HGXtL3uBb11y7xuzXmbMbQgNmWVUQ;Trading Bot (8p6MK);arb_bot;trading;both;auto_classified;26% fail
